1, Bachelors, Never-married, Not-in-family
4294, Some-college, Divorced, Not-in-family
4295, Prof-school, Never-married, Not-in-family
4296, HS-grad, Married-civ-spouse, Husband
4297, HS-grad, Never-married, Own-child
4298, Masters, Married-civ-spouse, Husband
4299, HS-grad, Never-married, Not-in-family
4300, Some-college, Never-married, Own-child
4301, Some-college, Never-married, Not-in-family
4302, HS-grad, Never-married, Unmarried
4303, 9th, Married-civ-spouse, Husband
4304, 1st-4th, Married-civ-spouse, Husband
4305, Some-college, Married-civ-spouse, Husband
4306, HS-grad, Never-married, Own-child
4307, HS-grad, Married-civ-spouse, Husband
4308, Some-college, Married-civ-spouse, Husband
4309, HS-grad, Married-civ-spouse, Husband
4310, HS-grad, Widowed, Not-in-family
4311, Some-college, Never-married, Own-child
4312, Masters, Married-civ-spouse, Husband
4313, Prof-school, Married-civ-spouse, Husband
4314, Some-college, Never-married, Own-child
4315, HS-grad, Divorced, Not-in-family
4316, Some-college, Married-civ-spouse, Husband
4317, Some-college, Widowed, Not-in-family
4318, Bachelors, Separated, Unmarried
4319, HS-grad, Never-married, Not-in-family
4320, Some-college, Married-civ-spouse, Husband
4321, Some-college, Never-married, Own-child
4322, HS-grad, Married-civ-spouse, Husband
4323, Bachelors, Divorced, Not-in-family
4324, Some-college, Never-married, Not-in-family
4325, Assoc-voc, Separated, Own-child
4326, Bachelors, Never-married, Not-in-family
4327, 1st-4th, Married-civ-spouse, Husband
4328, Assoc-voc, Married-civ-spouse, Husband
4329, HS-grad, Never-married, Own-child
4330, Assoc-acdm, Divorced, Not-in-family
4331, HS-grad, Married-civ-spouse, Husband
4332, 7th-8th, Married-civ-spouse, Husband
4333, Doctorate, Married-civ-spouse, Husband
4334, Some-college, Never-married, Not-in-family
4335, Some-college, Married-civ-spouse, Husband
4336, Some-college, Married-civ-spouse, Husband
4337, Some-college, Never-married, Unmarried
4338, Bachelors, Never-married, Own-child
4339, Prof-school, Married-civ-spouse, Husband
4340, Bachelors, Married-civ-spouse, Husband
4341, Some-college, Married-spouse-absent, Own-child
4342, HS-grad, Married-civ-spouse, Husband
4343, Some-college, Never-married, Own-child
4344, Masters, Married-civ-spouse, Husband
4345, HS-grad, Married-civ-spouse, Husband
4346, HS-grad, Married-civ-spouse, Husband
4347, HS-grad, Never-married, Unmarried
4348, HS-grad, Never-married, Unmarried
4349, Some-college, Divorced, Not-in-family
4350, Masters, Married-civ-spouse, Husband
4351, HS-grad, Never-married, Own-child
4352, HS-grad, Married-civ-spouse, Husband
4353, HS-grad, Divorced, Not-in-family
4354, Some-college, Married-civ-spouse, Wife
4355, Doctorate, Married-civ-spouse, Husband
4356, 10th, Married-civ-spouse, Husband
4357, Some-college, Divorced, Unmarried
4358, HS-grad, Never-married, Own-child
4359, Assoc-acdm, Never-married, Not-in-family
4360, Bachelors, Never-married, Not-in-family
4361, Some-college, Never-married, Own-child
4362, Assoc-acdm, Married-civ-spouse, Husband
4363, Some-college, Never-married, Not-in-family
4364, HS-grad, Married-civ-spouse, Husband
4365, Assoc-voc, Never-married, Unmarried
4366, Bachelors, Married-civ-spouse, Husband
4367, Masters, Married-civ-spouse, Husband
4368, HS-grad, Married-civ-spouse, Husband
4369, Some-college, Married-civ-spouse, Wife
4370, Some-college, Never-married, Own-child
4371, Some-college, Married-civ-spouse, Husband
4372, HS-grad, Married-civ-spouse, Husband
4373, Some-college, Never-married, Own-child
4374, 10th, Never-married, Own-child
4375, Bachelors, Married-civ-spouse, Husband
4376, HS-grad, Never-married, Not-in-family
4377, Some-college, Married-civ-spouse, Husband
4378, Some-college, Married-civ-spouse, Husband
4379, 9th, Married-civ-spouse, Wife
4380, 11th, Never-married, Own-child
4381, Bachelors, Married-civ-spouse, Husband
4382, Bachelors, Married-spouse-absent, Not-in-family
4383, HS-grad, Divorced, Not-in-family
4384, Some-college, Never-married, Other-relative
4385, HS-grad, Married-civ-spouse, Husband
4386, Some-college, Married-civ-spouse, Husband
4387, Some-college, Separated, Not-in-family
4388, HS-grad, Divorced, Not-in-family
4389, HS-grad, Married-civ-spouse, Husband
4390, HS-grad, Married-civ-spouse, Husband
4391, Bachelors, Married-civ-spouse, Wife
4392, Some-college, Never-married, Other-relative
4393, HS-grad, Married-civ-spouse, Husband
4394, Some-college, Never-married, Own-child
4395, HS-grad, Never-married, Not-in-family
4396, 11th, Never-married, Other-relative
4397, 12th, Never-married, Not-in-family
4398, Bachelors, Never-married, Not-in-family
4399, Some-college, Never-married, Own-child
4400, HS-grad, Never-married, Own-child
4401, 11th, Divorced, Unmarried
4402, Some-college, Married-civ-spouse, Wife
4403, Bachelors, Never-married, Own-child
4404, Some-college, Married-civ-spouse, Husband
4405, Some-college, Married-civ-spouse, Husband
4406, Bachelors, Married-civ-spouse, Husband
4407, Some-college, Never-married, Own-child
4408, Some-college, Married-civ-spouse, Husband
4409, HS-grad, Married-civ-spouse, Husband
4410, HS-grad, Never-married, Other-relative
4411, HS-grad, Married-civ-spouse, Husband
4412, Masters, Married-civ-spouse, Husband
4413, Assoc-acdm, Divorced, Own-child
4414, Some-college, Never-married, Own-child
4415, HS-grad, Never-married, Not-in-family
4416, 9th, Divorced, Not-in-family
4417, Some-college, Never-married, Own-child
4418, HS-grad, Married-civ-spouse, Husband
4419, Some-college, Widowed, Unmarried
4420, Bachelors, Never-married, Other-relative
4421, 11th, Separated, Unmarried
4422, HS-grad, Married-civ-spouse, Husband
4423, Some-college, Widowed, Not-in-family
4424, HS-grad, Divorced, Unmarried
4425, Some-college, Divorced, Unmarried
4426, Bachelors, Married-civ-spouse, Husband
4427, HS-grad, Married-civ-spouse, Husband
4428, HS-grad, Never-married, Not-in-family
4429, Bachelors, Married-civ-spouse, Husband
4430, HS-grad, Married-civ-spouse, Husband
4431, HS-grad, Married-civ-spouse, Wife
4432, HS-grad, Never-married, Not-in-family
4433, Assoc-acdm, Divorced, Not-in-family
4434, Doctorate, Married-civ-spouse, Husband
4435, Assoc-voc, Never-married, Not-in-family
4436, Some-college, Divorced, Not-in-family
4437, HS-grad, Married-civ-spouse, Husband
4438, Masters, Never-married, Not-in-family
4439, Doctorate, Married-civ-spouse, Husband
4440, HS-grad, Never-married, Not-in-family
4441, Prof-school, Married-civ-spouse, Husband
4442, Prof-school, Married-civ-spouse, Husband
4443, Bachelors, Never-married, Not-in-family
4444, HS-grad, Married-civ-spouse, Husband
4445, 11th, Never-married, Own-child
4446, Masters, Married-civ-spouse, Husband
4447, HS-grad, Separated, Not-in-family
4448, Some-college, Never-married, Own-child
4449, Some-college, Divorced, Not-in-family
4450, 10th, Divorced, Not-in-family
4451, Some-college, Never-married, Not-in-family
4452, HS-grad, Never-married, Not-in-family
4453, Bachelors, Never-married, Own-child
4454, HS-grad, Married-civ-spouse, Wife
4455, HS-grad, Never-married, Other-relative
4456, 7th-8th, Married-civ-spouse, Husband
4457, Masters, Married-civ-spouse, Husband
4458, HS-grad, Divorced, Own-child
4459, HS-grad, Divorced, Unmarried
4460, Bachelors, Never-married, Not-in-family
4461, Some-college, Divorced, Unmarried
4462, Some-college, Never-married, Own-child
4463, Some-college, Married-civ-spouse, Husband
4464, HS-grad, Widowed, Unmarried
4465, 10th, Never-married, Not-in-family
4466, Masters, Married-civ-spouse, Husband
4467, Some-college, Married-civ-spouse, Wife
4468, Some-college, Married-civ-spouse, Husband
4469, Assoc-voc, Never-married, Own-child
4470, 12th, Never-married, Own-child
4471, 10th, Married-civ-spouse, Husband
4472, HS-grad, Married-civ-spouse, Husband
4473, HS-grad, Married-civ-spouse, Wife
4474, 10th, Married-civ-spouse, Husband
4475, Prof-school, Married-civ-spouse, Husband
4476, Masters, Married-civ-spouse, Husband
4477, HS-grad, Never-married, Not-in-family
4478, Some-college, Married-civ-spouse, Husband
4479, Bachelors, Divorced, Unmarried
4480, Prof-school, Never-married, Not-in-family
4481, Bachelors, Married-civ-spouse, Husband
4482, Bachelors, Never-married, Not-in-family
4483, Some-college, Never-married, Unmarried
4484, Bachelors, Never-married, Not-in-family
4485, HS-grad, Widowed, Unmarried
4486, HS-grad, Married-spouse-absent, Unmarried
4487, 10th, Married-civ-spouse, Husband
4488, Some-college, Never-married, Own-child
4489, Assoc-voc, Never-married, Not-in-family
4490, Assoc-acdm, Separated, Not-in-family
4491, Bachelors, Never-married, Not-in-family
4492, 11th, Married-civ-spouse, Husband
4493, Bachelors, Married-civ-spouse, Wife
4494, 11th, Divorced, Own-child
4495, Some-college, Married-civ-spouse, Husband
4496, Bachelors, Married-civ-spouse, Husband
4497, Some-college, Married-civ-spouse, Husband
4498, 7th-8th, Married-civ-spouse, Husband
4499, Assoc-voc, Divorced, Unmarried
4500, Some-college, Never-married, Own-child
4501, 11th, Separated, Not-in-family
4502, HS-grad, Never-married, Not-in-family
4503, Bachelors, Married-civ-spouse, Husband
4504, Bachelors, Never-married, Not-in-family
4505, Bachelors, Divorced, Unmarried
4506, Assoc-acdm, Never-married, Not-in-family
4507, HS-grad, Never-married, Own-child
4508, Some-college, Married-civ-spouse, Husband
4509, Some-college, Never-married, Not-in-family
4510, HS-grad, Never-married, Own-child
4511, Some-college, Divorced, Unmarried
4512, Bachelors, Never-married, Not-in-family
4513, Bachelors, Married-civ-spouse, Other-relative
4514, Some-college, Never-married, Own-child
4515, Bachelors, Divorced, Other-relative
4516, HS-grad, Never-married, Own-child
4517, HS-grad, Never-married, Not-in-family
4518, HS-grad, Married-civ-spouse, Husband
4519, HS-grad, Married-civ-spouse, Husband
4520, Assoc-acdm, Never-married, Not-in-family
4521, HS-grad, Married-civ-spouse, Husband
4522, 10th, Married-civ-spouse, Husband
4523, Some-college, Never-married, Not-in-family
4524, Bachelors, Married-civ-spouse, Husband
4525, 1st-4th, Married-civ-spouse, Husband
4526, HS-grad, Never-married, Not-in-family
4527, 7th-8th, Married-civ-spouse, Wife
4528, HS-grad, Never-married, Not-in-family
4529, 12th, Divorced, Unmarried
4530, 10th, Married-civ-spouse, Husband
4531, Some-college, Divorced, Not-in-family
4532, Some-college, Never-married, Own-child
4533, HS-grad, Divorced, Own-child
4534, HS-grad, Never-married, Own-child
4535, HS-grad, Never-married, Own-child
4536, 10th, Married-civ-spouse, Husband
4537, Bachelors, Never-married, Not-in-family
4538, Bachelors, Married-civ-spouse, Husband
4539, HS-grad, Never-married, Own-child
4540, Masters, Married-civ-spouse, Husband
4541, Assoc-voc, Married-civ-spouse, Wife
4542, HS-grad, Divorced, Other-relative
4543, Assoc-voc, Married-civ-spouse, Husband
4544, HS-grad, Married-civ-spouse, Husband
4545, 10th, Never-married, Not-in-family
4546, Assoc-acdm, Married-civ-spouse, Wife
4547, Bachelors, Married-civ-spouse, Husband
4548, HS-grad, Married-civ-spouse, Husband
4549, Assoc-acdm, Divorced, Not-in-family
4550, Masters, Married-civ-spouse, Husband
4551, Some-college, Married-civ-spouse, Husband
4552, HS-grad, Never-married, Not-in-family
4553, HS-grad, Married-civ-spouse, Husband
4554, 12th, Never-married, Own-child
4555, Some-college, Never-married, Own-child
4556, 11th, Married-civ-spouse, Husband
4557, HS-grad, Never-married, Unmarried
4558, Bachelors, Never-married, Not-in-family
4559, Some-college, Married-civ-spouse, Husband
4560, HS-grad, Married-civ-spouse, Husband
4561, Some-college, Never-married, Not-in-family
4562, 7th-8th, Married-civ-spouse, Husband
4563, HS-grad, Never-married, Unmarried
4564, Assoc-voc, Never-married, Not-in-family
4565, Some-college, Divorced, Not-in-family
4566, Bachelors, Married-civ-spouse, Husband
4567, Some-college, Married-civ-spouse, Husband
4568, Masters, Married-civ-spouse, Husband
4569, HS-grad, Never-married, Own-child
4570, HS-grad, Divorced, Unmarried
4571, HS-grad, Widowed, Not-in-family
4572, Masters, Married-civ-spouse, Husband
4573, 11th, Never-married, Not-in-family
4574, HS-grad, Never-married, Unmarried
4575, HS-grad, Never-married, Not-in-family
4576, Bachelors, Married-civ-spouse, Wife
4577, HS-grad, Married-civ-spouse, Wife
4578, Bachelors, Married-civ-spouse, Husband
4579, Assoc-voc, Divorced, Not-in-family
4580, Some-college, Divorced, Unmarried
4581, HS-grad, Never-married, Own-child
4582, 5th-6th, Divorced, Unmarried
4583, Assoc-acdm, Never-married, Not-in-family
4584, Some-college, Divorced, Unmarried
4585, Some-college, Married-civ-spouse, Husband
4586, Assoc-acdm, Never-married, Not-in-family
4587, HS-grad, Never-married, Not-in-family
4588, Some-college, Separated, Not-in-family
4589, Some-college, Married-civ-spouse, Wife
4590, 9th, Never-married, Not-in-family
4591, Bachelors, Married-civ-spouse, Husband
4592, 11th, Separated, Own-child
4593, Assoc-voc, Married-civ-spouse, Wife
4594, Assoc-voc, Married-civ-spouse, Husband
4595, Assoc-acdm, Never-married, Own-child
4596, HS-grad, Married-civ-spouse, Husband
4597, Some-college, Never-married, Not-in-family
4598, Doctorate, Married-civ-spouse, Husband
4599, Masters, Married-spouse-absent, Not-in-family
4600, Bachelors, Married-civ-spouse, Husband
4601, HS-grad, Married-civ-spouse, Husband
4602, 11th, Separated, Unmarried
4603, HS-grad, Separated, Unmarried
4604, Some-college, Married-civ-spouse, Husband
4605, Assoc-voc, Separated, Unmarried
4606, HS-grad, Never-married, Own-child
4607, HS-grad, Married-civ-spouse, Wife
4608, Some-college, Never-married, Unmarried
4609, HS-grad, Divorced, Not-in-family
4610, HS-grad, Married-civ-spouse, Wife
4611, HS-grad, Married-civ-spouse, Husband
4612, HS-grad, Married-civ-spouse, Husband
4613, Prof-school, Married-civ-spouse, Husband
4614, 9th, Married-civ-spouse, Husband
4615, HS-grad, Married-civ-spouse, Husband
4616, HS-grad, Never-married, Own-child
4617, Bachelors, Divorced, Not-in-family
4618, Assoc-voc, Never-married, Other-relative
4619, Bachelors, Married-civ-spouse, Husband
4620, Some-college, Divorced, Other-relative
4621, Masters, Never-married, Not-in-family
4622, 11th, Never-married, Own-child
4623, Bachelors, Married-civ-spouse, Husband
4624, 11th, Never-married, Own-child
4625, HS-grad, Never-married, Unmarried
4626, Prof-school, Married-civ-spouse, Husband
4627, Some-college, Separated, Own-child
4628, 7th-8th, Married-civ-spouse, Husband
4629, HS-grad, Never-married, Not-in-family
4630, Some-college, Married-civ-spouse, Wife
4631, 12th, Married-civ-spouse, Husband
4632, Some-college, Never-married, Own-child
4633, 10th, Married-civ-spouse, Husband
4634, 7th-8th, Married-spouse-absent, Unmarried
4635, Some-college, Married-civ-spouse, Husband
4636, Assoc-acdm, Never-married, Own-child
4637, Assoc-acdm, Married-civ-spouse, Husband
4638, Some-college, Married-civ-spouse, Husband
4639, 10th, Divorced, Not-in-family
4640, Bachelors, Never-married, Not-in-family
4641, Some-college, Never-married, Own-child
4642, HS-grad, Married-civ-spouse, Husband
4643, 7th-8th, Never-married, Other-relative
4644, 9th, Widowed, Unmarried
4645, Some-college, Married-civ-spouse, Husband
4646, 9th, Married-civ-spouse, Husband
4647, HS-grad, Married-civ-spouse, Husband
4648, HS-grad, Never-married, Not-in-family
4649, Some-college, Never-married, Not-in-family
4650, Some-college, Separated, Unmarried
4651, HS-grad, Never-married, Own-child
4652, HS-grad, Married-civ-spouse, Husband
4653, HS-grad, Divorced, Unmarried
4654, HS-grad, Married-civ-spouse, Husband
4655, HS-grad, Married-civ-spouse, Husband
4656, 9th, Never-married, Not-in-family
4657, Assoc-acdm, Married-civ-spouse, Wife
